Tweet,Emotion
"I hate not knowing what's going on #worried", fear
"those people who think they know everything... #annoying #chill", anger
"Re listening to @TheHighTeaCast recording which comes out on Tuesday. Enjoying it, but why oh why do I say the things I do! #embarrassment", sadness
"It would be great if the world could go on with out the interference of douche bags. I was in a great mood, you have to ruin it.>.< #annoyed", anger
"Saturday night, glass of red wine watching documentary on Les Paul. #bliss #thankyougodforlespaul", happiness
"I am full of Pho #happy", happiness
"Fire on, eating satsumas, watching A Christmas Carol, #happy", happiness
"@Sam_Reed10 I think I did alright but she messed up one question and a spent a bunch of time trying to figure it out #annoyed", anger
"OMG i MADE A 100 ON MY ECON EXAM :) #PROUD", happiness
"Think my housing mom is trying to get us drunk giving us red whine at dinner #thankyou shots of jager with the boys before xmas #love", happiness
"@Chhllooeee word on the street is that your back in work tomorrow! #yey #excited", happiness
"lmao ionly get butterflies from one guy continuously #sad", sadness
"God protects the mind through the spirit he gave us, eternally reminding us we are loved. @SweetnNerdi  @ItsAmeriie  @Inzzpired #yup #love", happiness
"@LaurenVeigulis I really want to go ice skating #excited", happiness
"I wish @iM_Coldh3arted would text me back. -___- #Worried.", fear
"At work thinking of all the things i need to do for Christmas! #excited", happiness
"Just got me some hot wings!!! #excited", happiness
"The Ocean always calms my nerves #worried", fear
"Things can't actually get any worse can they? #frustrated!!!!", anger
"I was late 19 times 1st marking period #sad", sadness
"@Emporio86 hahaha I think my Navigator phase is better than my Expedition phase #embarrassed", sadness
"Little sister and her friends come home and wake me up from my nap. #no #annoying #gtfomyhouse", anger
"Scavenge Hunting with @ mattcochardo @coryadrian and the rest of the bitches. #loveit #excited", happiness
"Fosters is my only friend #sad", sadness
"I was hoping to find people talking about Conway Twitty's 'Merry Twismas' album, sinc he is trending right now. #disappointed", sadness
"Finish all my assignments go to hand it in and I can't-.- #annoying", anger
"Bought new shirts . Yey !! #happy. :D", happiness
"@TheTennisPhenom Aww.. they look like such a sweet couple! #HughHefner #CrystalHarris Are you goin to separate them? #Sad", sadness
"Facebook heads smashing twitter off now! -_- #annoying #badnews", anger
"Chilling with my mom @justheleno in my apartment #Happy!", happiness
"@hollyholman going to see RIHANNA! #excited", happiness
"Am I the only one who gets twitter spam on a daily basis? #annoying", anger
"2 Days left of work then #ChristmasHolidays ? over #excited", happiness
"No matter how amazing you are at something, there will always be an 8 year old Asian who is better...#depressing", sadness
"CentOS appears to break everything with DirectAdmin, but only for my User? #rage", anger
"It's only Thursday. -_- this week is going by so slow. #annoyed", anger
"@StephenDickey confirmed bball guys are coming with coach after game #fuse #christmasparty #excited", happiness
"I smoke weed eat yogurt #macmiller #love", happiness
"Last dance practice tonightt.. #sad.", sadness
"Do what you love and love what you do. I love hide and seek!! Why did it take U so long 2 find me? I'm under the duvet! #love #rubyraynbow", happiness
"Everybody just wants to be on camera nowadays, the things people do for some attention #SAD", sadness
"The happening was the best experience of my life #LOVE", happiness
"Oh how I love lazy Sunday mornings, just laying in bed with my puppy and the smell of momma cooking breakfast! #LOVE", happiness
"@svantschip omg!!! @t_reyphillips is my fave!! ? #love", happiness
"Is sick to death of twitter making me delete half of my tweet, why can you only write a couple of lines! #annoying", anger
"I don't wanna I home yet :( #sad", sadness
"this was for you and you blow it off. #disappointed", sadness
"Ee >>@RoshanMJ4 shavam dp maatti...  #happy", happiness
"my mom just walked in the house with a gang of food #surprised", surprise
"@ladybird_lodge Thanks indeed I'm looking forward to it #Love", happiness
"hates it when your ipod won't tell you who retweets your tweet. #annoyed", anger
"So sick of being sick #annoyed", anger
"now everyone is posting stuff about an earthquake. Who cares shut up already #annoying", anger
"@_bhavikpatel i want it now. #surprise", surprise
"I'm gonna have a seizure. #Panic", fear
"La storia con la Toni. #sad", sadness
"playing lincoln tomorrow... #letsgo #excited", happiness
"@EggerBombs did you get a tree? Can we decorate Monday or Tuesday this week?! #anxious", fear
"That mini heart attack when you see next week is your favorite TV shows season finale #sad", sadness
"Having the perfect day with @DTitz and Sharmani #love", happiness
"Sometimes you gotta make yourself happy before making others #happy", happiness
"Parents really know how to tick you off #annoyed", anger
"In 11 hours my house will smell like casseroles, turkey, ham, and desserts! #excited #fatboytweet", happiness
"Just updated twitter on my iphone n it luks fucked up lol #annoying", anger
"either my text app isn't working or I have no friends.... I'm guessing the second one. #lonely", sadness
"I hate getting paired up with someone who doesn't do crap! #irritated", anger
"Had an amazing birthday weekend! :D love all my friends ? life is gurddd #happy", happiness
"All a girl whats to hear from a guy is BEAUTIFUL!(: <3 #love", happiness
"If I turn the radio on and hear TOTGA gonna be so #Proud", happiness
"chemistry why you so hard? #annoying", anger
"Get stronger @GeorgeMichael. This planet needs you. #love", happiness
"I'm in dafoe library and I'm looking around, and there's one other guy with a moustache, shits weak people! #movember #pride", happiness
"ordered my chachi mommas almost a month ago and i haven't recieved/heard anything from them... #sad", sadness
"someone buy me a rotweiler for christmas #alliwant #lonely #needafriend", sadness
"@Themisses yep! Same episodes over and over and over... #annoying", anger
"first indoor game this weekend.. #nervous #goingtoplayterrible", fear
"@selmadxo i know that, but that's why its funny! #disappointment", sadness
"i feel like that video is what a @machinegunkelly concert would be like .. #Rage", anger
"I rather you tell me and be a man about it that you cheated instead of her telling me. #WOE", sadness
"@justinbieber 1) Performances, flawless as can be. 2) #AIWFCIY video...... absolutely AMAZING~ your videos get greater & greater. #Proud <3", happiness
"At this point. Fuck Facebook. I log on and the first thing I see is a man hanging from his dick . #DISGUSTING", anger
"When I am mad all I have to do is song a little song like doo doo doo life's good! And it puts me in a good mood again! #moodswings #happy", happiness
"wtf are you so sensitive. #frustrated", anger
"Ughh wtf I have to pee every five minutes. #Annoying", anger
"It's really sad when grown up adults act like a five year old #disgusting", disgust
"Just found out that the pup I was taking care of all weekend has bone cancer. Won't make it past Christmas. #sad", sadness
"@aussiesecretgay the way they treat you and their kindness is what counts which is what makes beautiful men and women!!! #love", happiness
"Cheating..... Aunty line todd ke ghusi... #outrage", anger
"guess i'll just skype people all night.. #bored #lonely", sadness
"Sis Threw Me The Keys To The Crib . #Love", happiness
"@toxicburn yup pwede mo na agad gamitin... No need to connect sa pc... #excited", happiness
"Every part of the body requires exercise. Mind as well needs. Thinking, analyzing are kind of exercises for mind. #selfhelp #depression", sadness
"@KarenCousineau @b96michaelhorn my too!!!! X dirty x dry. #love", happiness
"Aint nuffin like living on the island and working on the mainland #bliss#", happiness
"For some reason today turned out to be great I love when I can just laugh my head off with him and not care who watches @thedrofpepper #love", happiness
"Having my first relaxing night in a longggg time ! Hello christmas break :) fa la la la la #excited #lovechristmas", happiness
"I will never understand the zip up hoodie with no shirt on underneath #disgusting", disgust
"1st of december for anyone who didn't know! It's nearly chrrrrrrriiiiiiiiiiiiisssssssstmaaaaaaaaassssssss :) #excited", happiness
"Females Just Dont Give A Fuck How They Look No More. #SAD", sadness
"home with @brieAV for the day to relax? just what we need! (: #excited #hypetweet", happiness
"Omg!! Got my laptop and now about to get this car!! WOOT WOOT!! All in one day :) #Happy", happiness
"Oh yeaaaa mad happy! Passed my english exam! :3 able to go onto the next class next semester! Ahhhh wewt!! #excited", happiness
"Got a new iphone today. Feels so good looking at a screen thats not all cracks! #bliss", happiness
"Ion Like Liers It Dont Matter What You Lied About Itts Just The Fact That You Lied #Disgusted", anger
"#malatches said I'm the type of student he'd remember 20 years after I left school! #yes #proud", happiness
"Had a best day with my boy! happy 2.5 years :)))))))))) #love", happiness
"@Thewolverine34 video games over greenery #wow #disappointed", sadness
"Meeting with my Blue and Gold officer from the Navy tomorrow morning. #nervous", fear
